-2.706497761405368533e-04,-5.590927378586159964e-05,2.100961365105476328e-05,-5.574022822805896777e-05,-1.636571575310793967e-05,6.316103574923139724e-06,7.365531378569148689e-06,-5.671238641860557755e-05,-3.701426213108171474e-04,3.529624452300816027e-05,-4.267978013088237379e-04,-4.821315012923400585e-04,5.350520028216331446e-05,3.254858153608058280e-05,2.281225932592030706e-05,5.328105406157519021e-05,5.998485104726504820e-07,-1.520508053960229410e-04,-9.308619400937844386e-06,7.244099344659717513e-06,-2.765622761345471392e-04,-9.838100504477429286e-06,-4.370570533759928346e-05,-1.902131032896930995e-04,-7.300252886351940277e-06,-3.051131934483222117e-05,4.972337623573729741e-06,-2.726622956774770492e-05,1.658459757916241794e-06,8.990415998015248969e-08,-2.859736097221636428e-07,0.000000000000000000e+00
-2.308243975204153390e-05,-3.815808637804325387e-06,5.977544513137113407e-06,-8.540181580188815165e-05,4.743511941177922231e-06,5.865588389388244674e-06,4.492868268103782275e-07,-2.121141544151118979e-06,4.505356581803041989e-05,-2.416228405743749757e-05,-5.977118097179888500e-04,-7.996568501990021722e-05,8.408641908774782976e-06,2.411490450663468450e-05,-1.796223113534494879e-05,3.421330007416460130e-06,5.837219152179152347e-06,-1.871790572401351693e-05,-8.836988143995769526e-06,-1.555201583802407478e-05,-1.024457025574748659e-05,1.158353975874401992e-05,5.451456019408101365e-06,4.544459334533511686e-06,4.501466779175403473e-06,-7.182400640725387323e-05,-1.365864709736203462e-05,-5.100566575758824279e-05,-9.414468827027684347e-05,3.418586672931704597e-05,1.412431204049931245e-05,-4.803373956352735444e-05
2.215672521993620358e-05,-1.781593946058219154e-05,1.483330899763622027e-06,2.795504634583897331e-05,-8.327944589901251050e-05,-3.128173423819499775e-05,2.370755735627568352e-05,-6.263652657386247738e-05,-5.234562964621891320e-06,-7.724972538671971416e-06,-3.375418637755808326e-05,2.750347828139734703e-05,-3.182443482134129136e-06,-8.864304502298132315e-06,-1.447129413353917252e-05,1.781857165784901241e-05,-8.870387802648122748e-06,1.706979927534677999e-05,-4.371173014467668227e-05,1.004184427158404412e-04,4.339615893902090699e-07,-2.965608920620514795e-08,5.881498559534373709e-07,-4.796448352877361210e-09,-1.093005291730077797e-06,6.737840070340771073e-07,4.198822586763361250e-06,1.089261722283929627e-06,-4.105350337154848908e-06,-6.094174249366408436e-05,-9.042241037535363898e-06,-2.331132392770993726e-06
-6.340974914430987509e-05,-1.668111147894592634e-06,2.703020921282258329e-05,1.823592115782194018e-05,-8.538379987392856206e-06,-3.113070460835195546e-06,-1.920831332145892998e-05,-4.059865968384148165e-05,-9.468241692525247288e-05,8.791538871188627139e-06,-3.761480086217099583e-05,-2.614877408807247158e-05,-1.202323368884864374e-05,-2.889181610646495742e-05,-4.238744245310175729e-05,-5.033287613618830000e-06,-3.423611245047706670e-05,-2.455167377310950227e-05,-6.611377614988077730e-06,-7.165905537853297627e-05,1.684442469603414204e-05,5.425777472738429154e-06,3.305525026330769807e-05,3.993066651079441720e-05,-7.723744179947452634e-06,6.621321471329409515e-06,2.776383183772243379e-05,-1.935905048493899216e-05,-2.624945855819207875e-04,-1.179631488713946721e-04,-3.283936914213739970e-04,-4.420219623539468693e-06
-7.023287240609570265e-06,-4.643195978675670018e-06,-5.896841344936322151e-05,-8.334870193376625450e-05,-8.645305689698463408e-07,3.129957468633680064e-05,3.230057006027326361e-05,-2.509741600643079448e-05,-4.600121532735927784e-05,-1.917681469416595078e-04,1.509360406068871117e-05,-2.253570313308611139e-05,1.661606695981909963e-05,-5.188669142943018101e-05,3.733303876807574832e-05,-2.438483926101100454e-04,5.007960026584733737e-06,-1.201399175177846554e-05,-4.691979368020788565e-06,-5.617173310000014039e-05,-1.073895539572943133e-04,1.930511968760541763e-06,8.759970051968530885e-05,-4.052022020529015783e-05,-5.246320112413700387e-06,-3.857473395874502466e-05,-7.828681110984794962e-05,-1.105101115570218098e-04,-1.319918244111994232e-05,8.586964499611148016e-05,1.985302617201276307e-05,-5.176976337751065062e-05
-6.075210730390763871e-05,-3.776583049201403473e-05,-7.798732555415608585e-06,-4.350928492822169548e-05,-2.022960586098623340e-05,-1.716081480750625816e-05,2.413707345694859216e-05,-4.093101845873233006e-05,-6.852200267593338732e-05,-3.019422731408894807e-07,-5.885008155890138478e-07,3.395417487656403248e-06,2.533844923481740020e-04,3.024564290070089258e-05,1.001995608897859553e-05,6.423894977663169531e-05,-6.007434575433702918e-06,1.514197799712565792e-05,-1.760284846851472445e-05,5.298519508878428777e-05,-7.161038897573304604e-06,1.762998934699929715e-05,-3.739605357064348912e-04,-6.471344720393097614e-06,-2.288280221267116146e-05,-4.050717620550124176e-06,-1.599314870263456143e-04,1.693590817437438701e-05,4.657620419697859675e-05,2.134975203120088432e-05,5.011650952085545854e-05,-3.345815192494939750e-05
-4.414446337534237198e-05,-3.257566392129256219e-05,-4.257263215414090139e-05,-1.445708026829832758e-05,-2.198539842450232627e-04,-5.465049855959427071e-05,-2.615867699912298601e-04,4.650987282585466049e-05,-3.364533039725680898e-07,-9.407636812788464661e-05,2.315163729352267782e-06,-7.020421070252363446e-06,-5.609681491645910657e-04,-4.014621422031092049e-04,-1.548147295127322038e-04,-2.566928718462074669e-04,3.299026423745347230e-05,-3.225660651659006039e-04,4.079964256848156456e-05,-1.054676404996053915e-04,-6.719889654846491426e-04,-9.096756767594895744e-05,-3.469662998562588938e-04,-1.876238400849556634e-04,2.461777117114305851e-05,2.367275385908102482e-05,1.185763338480192277e-04,3.767200728276994813e-06,3.067304739423308145e-04,2.033310385751771053e-04,-2.439210412546743707e-05,5.208620613292810377e-04
-3.554326161318134238e-05,-8.127926844259006182e-05,-7.963391117773533916e-06,1.834767255511672319e-04,-3.744256157168462224e-04,-1.917409475699023062e-06,-5.399221526979814957e-05,-9.279864108129619110e-05,4.644792845017542909e-05,2.356354691914417103e-04,1.345493842621897781e-04,1.277678497172197482e-04,6.085581587622046463e-05,4.460796406739359234e-05,1.458367140885073374e-04,1.460246529733584856e-04,5.758370220719656569e-05,2.769831937241483858e-06,8.153073102148054548e-05,-5.710551970372373021e-05,3.535417626018730027e-04,1.872917152831552086e-04,-2.530945411959153118e-05,-1.118566851854558308e-06,-3.765463478080891967e-05,1.015617697699849192e-03,-6.140155810954175345e-05,-1.762960329140016505e-04,-2.582400773996459584e-04,-9.791724113299637381e-04,-7.232633493365436643e-04,-2.320896654999408200e-04
-2.177092699120159272e-04,1.179770702702725370e-04,5.646041494824350195e-04,5.525768212645046883e-04,-4.924460879953850343e-05,5.763769149780273438e-05,6.137365681851343385e-05,-2.537391370599239345e-05,9.942768366460827823e-05,3.035686200921505241e-04,-1.370445902845927281e-04,6.859623063885779468e-06,3.053719091930146316e-04,1.511896674368636494e-04,-3.466680426592915810e-04,-1.696514311201789910e-04,-1.406195236258464619e-04,3.967353008446211491e-05,-6.430142059176429021e-05,2.108015653780561768e-05,-3.234745241825901017e-04,4.087750296363418853e-04,2.613941516445710168e-05,-3.995749737493423147e-04,-5.046743406046828992e-04,-1.347992090294475786e-03,-4.350406147897886667e-04,-3.184181902195684492e-04,3.450167190806320528e-06,-3.034822255285261308e-04,-2.219162230636701632e-04,-1.032902284272168615e-04
-2.623841502832594159e-04,-7.291185844166824274e-04,-4.961030873980910329e-05,-2.914316169881025107e-05,1.326100983025398203e-04,-2.935192418870561084e-06,-6.915589427105694326e-05,-5.695138993043309855e-06,-4.886849120741854633e-04,-8.448762444448424530e-05,-1.355031755651412350e-04,6.086225013620602677e-06,-3.036819215611691000e-04,-1.754447218246385092e-05,2.233876213358241755e-04,2.247966657793907863e-05,-5.949859647217395830e-05,-2.923475046504117212e-04,5.293442292817090354e-05,-1.681428311266538859e-04,1.412266837953936186e-04,-8.927467877778267301e-04,6.811418757939361954e-04,-5.338692688497406681e-05,6.592858644884164133e-04,1.534069602225081753e-03,2.303046263001266923e-04,9.984450672512784251e-05,1.273528399481506747e-04,-4.318991165984717830e-05,-1.165448390934488475e-03,-1.591835335496597458e-04
